Untitled,Pronunciation,Part of speech,English
baipeann,/ˈbˠapʲəunˠ/,v.,could
baipög,/ˈbˠɪpʲøːg/,nf.,folder
balltuiusúir,/ˈbˠaɫtˠɪˌsˠuːiɾ/ [ˈbˠaɫtˠɪsˠuːɾ],nm.,dawn
balltuiusúir,/ˈbˠaɫtˠɪˌsˠuːiɾ/ [ˈbˠaɫtˠɪsˠuːɾ],nm.,birth
baeisí,/bˠaɪ̯ˈʃiː/,nf.,gum
baenög,/ˈbˠanʲøːg/,nf.,closure
baensög,/ˈbˠaɲʃøːg/,nf.,avatar
bann,/bˠanˠ/,v.,negotiate
banéir,/ˈbˠanˠeːiɾ/ [ˈbˠanˠeːɾ],nm.,transport
baíonn,/ˈbˠaiːɔnˠ/ [bˠiːnˠ],v.,enter
bächán,/ˈbʲɛːxæːnʲ/,nm.,rag
bädzann,/ˈbʲɛːdˠʦanˠ/,v.,conquer
bäsíonn,/ˈbʲɛːʃiːɔnˠ/ [ˈbʲɛːʃiːnˠ],v.,study
bäsíonn,/ˈbʲɛːʃiːɔnˠ/ [ˈbʲɛːʃiːnˠ],v.,learn
bä,/bˠɛː/,conj.,whether
bhairthen,/waɾˈtʲiːnʲ/,v.,wait
bhir,/vʲɪɾ/,pron.,we (masc)
bhem,/vʲemʲ/,pron.,whom
bhonn,/vˠɔnˠ/ [wɔnˠ],prep.,from
bhonn,/vˠɔnˠ/ [wɔnˠ],prep.,of
bhó,/vˠoː/ [woː],pron.,who
biagán,/ˈbʲɪɟæːnʲ/,nm.,fan
biaeg,/bʲag/,adv.,nevertheless
biaeg,/bʲag/,adv.,regardless
biaeg,/bʲag/,adv.,even though
biaelliobhaíonn,/ˈbʲalɔˌvˠaiːɔnˠ/ [ˈbʲalɔwiːnˠ],v.,flick
biaeníonn,/bʲaˈɲiːɔnˠ/ [bʲaˈɲiːnˠ],v.,reserve
biamhpfög,/ˈbʲamˠpˠfˠøːg/,nf.,scandal
biansán,/ˈbʲaŋsˠæːnʲ/,nm.,cherry
biaur,/bʲaʊ̯ʁ/,adv.,once
biat,/bʲatˠ/,nm.,doll
biat,/bʲatˠ/,nm.,puppet
bia,/bʲa/,adj.,spare
biaß,/bʲasˠ/,nm.,lesbian
bioin,/bʲɔɲ/,adv.,tonight
bioz,/bʲɔʦ/,adj.,cruel
bioz,/bʲɔʦ/,adj.,nasty
bioenseann,/ˈbʲɔɲʃəunˠ/,v.,surprise
biudzann,/ˈbʲʊdˠʦanˠ/,v.,fry
biudzann,/ˈbʲʊdˠʦanˠ/,v.,simmer
biuat,/bʲuə̯tʲ/,adj.,naked
biuat,/bʲuə̯tʲ/,adj.,nude
biuat,/bʲuə̯tʲ/,adj.,bald
biuem,/bʲʊmʲ/,nnt.,stall
biuem,/bʲʊmʲ/,nnt.,kiosk
biut,/bʲʊtˠ/,adv.,away
bis,/bʲɪʃ/,prep.,until
bis,/bʲɪʃ/,prep.,by
bis,/bʲɪʃ/,prep.,to
bis,/bʲɪʃ/,prep.,up to
bi,/bʲɪ/,nnt.,basil
blachaerdíonn,/bˠɫaˈxaɾdʲiːˌɔnˠ/ [bˠɫaˈxaɾdʲiːnˠ],v.,accumulate
blaisíonn,/bˠɫaˈʃiːɔnˠ/ [bˠɫaˈʃiːnˠ],v.,arrange
blaisúir,/ˈbˠɫɪʃuːiɾ/ [ˈbˠɫɪʃuːɾ],nm.,message
blaisúir,/ˈbˠɫɪʃuːiɾ/ [ˈbˠɫɪʃuːɾ],nm.,note
blazann,/ˈbˠɫaʦanˠ/,v.,comply
blazög,/ˈbˠɫaʦøːg/,nf.,embassy
blaegeann,/ˈbˠɫegəunˠ/,v.,gamble
blael,/bˠɫal/,det.,which
blaesí,/ˈbˠɫeʃiː/,nf.,offer
blann,/bˠɫanˠ/,v.,begin
blaíonn,/bˠɫaˈiːɔnˠ/ [bˠɫiːnˠ],v.,perch
bläsíonn,/bˠɫɛːˈʃiːɔnˠ/ [bˠɫɛːˈʃiːnˠ],v.,hurt
blifög,/ˈbʲlɪfʲøːg/,nf.,premiere
bliallz,/bʲlaɫʦ/,nnt.,continent
bliann,/bʲlanˠ/,v.,relieve
bliann,/bʲlanˠ/,v.,excuse
bliaíonn,/ˈbʲlaiːɔnˠ/ [bʲliːnˠ],v.,mix
bliuch,/bʲlʊx/,nm.,goat
bliubh,/bʲlʊvˠ/,nm.,gold
bliung,/bʲlɪŋ/,adj.,clean
bleagann,/ˈbʲleɟanˠ/,v.,long (want for)
bleich,/bʲlaɪ̯ç/,num.,nine
blelín,/bʲleˈliːnʲ/,nf.,dome
blerúir,/bʲleˈɾuːiɾ/ [bʲleˈɾuːɾ],nm.,destiny
bleutaíonn,/ˈbʲletˠaˌiːɔnˠ/ [ˈbʲletˠiːnˠ],v.,scramble
blodh,/bˠɫɔvˠ/,nm.,color
blodh,/bˠɫɔvˠ/,nm.,hue
bloeogann,/bˠɫeˈɟanˠ/,v.,thank
bloeogann,/bˠɫeˈɟanˠ/,v.,praise
bloeogann,/bˠɫeˈɟanˠ/,v.,bless
bloeogann,/bˠɫeˈɟanˠ/,v.,admire
bloeogann,/bˠɫeˈɟanˠ/,v.,worship
blonf,/bˠɫɔnˠfˠ/,adj.,straight
blonf,/bˠɫɔnˠfˠ/,adj.,steep
blonn,/bˠɫɔnˠ/,v.,last
blor,/bˠɫɔʁ/,nnt.,stem
blor,/bˠɫɔʁ/,nnt.,root
blo,/bˠɫɔ/,nnt.,constellation
bluedz,/bˠɫedʲʒ/,adj.,awake
bluedz,/bˠɫedʲʒ/,adj.,aware
blueogaíonn,/bˠɫeˈɟaiːˌɔnˠ/ [bˠɫeˈɟiːnˠ],v.,pose
blueunóir,/ˈbˠɫɔʏ̯ɲoːiɾ/ [ˈbˠɫɔʏ̯ɲoːɾ],nm.,stitch
blueusí,/ˈbˠɫɔʏ̯ʃiː/,nf.,trumpet
blueusí,/ˈbˠɫɔʏ̯ʃiː/,nf.,alarm
blue,/bˠɫe/,adj.,accurate
blünäpúir,/ˈbʲlʏːɲɛːˌpˠuːiɾ/ [ˈbʲlʏːɲɛːpˠuːɾ],nm.,kidney
blüníonn,/ˈbʲlʏːnʲiːɔnˠ/ [ˈbʲlʏːnʲiːnˠ],v.,entail
blártann,/ˈbˠɫæːʁtˠanˠ/,v.,shiver
blá,/bʲlæː/,nnt.,thief
bléreann,/ˈbʲleːɾəunˠ/,v.,understand
blésälleueg,/ˈbˠɫeːsˠɛːˌlɔʏg/,nf.,legend
blésälleueg,/ˈbˠɫeːsˠɛːˌlɔʏg/,nf.,myth
blép,/bʲleːpˠ/,nm.,liberty
blízíonn,/ˈbˠɫiːʒiːɔnˠ/ [ˈbˠɫiːʒiːnˠ],v.,pronounce
blíonn,/bʲliːˈɔnˠ/ [bʲliːnˠ],v.,prove
blísí,/bʲliːˈʃiː/,nf.,wealth
blóll,/bˠɫoːɫ/,nm.,trousers
blóll,/bˠɫoːɫ/,nm.,pants
blórann,/ˈbʲloːʁanˠ/,v.,feel (sense by touch)
blópf,/bʲloːpʲfʲ/,conj.,although
blúbreulín,/bˠɫuːˈbʲɾɔʏ̯liːnʲ/,nf.,twilight
blúgóir,/bʲluːˈɟoːiɾ/ [bʲluːˈɟoːɾ],nm.,prince
blúnfíonn,/ˈbˠɫuːnʲfʲiːɔnˠ/ [ˈbˠɫuːnʲfʲiːnˠ],v.,roam
blúnfíonn,/ˈbˠɫuːnʲfʲiːɔnˠ/ [ˈbˠɫuːnʲfʲiːnˠ],v.,prowl
blúnfíonn,/ˈbˠɫuːnʲfʲiːɔnˠ/ [ˈbˠɫuːnʲfʲiːnˠ],v.,drift
blúnann,/ˈbˠɫuːŋanˠ/,v.,vary
blúnann,/ˈbˠɫuːŋanˠ/,v.,differ
blúneann,/ˈbʲluːɲəunˠ/,v.,operate
blúreann,/ˈbʲluːɾəunˠ/,v.,frustrate
bechteann,/bʲeçˈtʲəunˠ/,v.,groan
bechteann,/bʲeçˈtʲəunˠ/,v.,moan
beangaest <giaist></giaist>,/ˈbʲəunˠɟaʃtʲ ˈgaist&gt;/,nf.,goddess
bean,/bʲəˈunˠ/,nf.,woman
beanúir,/bʲeˈnˠuːiɾ/ [bʲeˈnˠuːɾ],nm.,danger
beanúir,/bʲeˈnˠuːiɾ/ [bʲeˈnˠuːɾ],nm.,hazard
beanúir,/bʲeˈnˠuːiɾ/ [bʲeˈnˠuːɾ],nm.,risk
beastán,/bʲasˠˈtˠæːnʲ/,nm.,orchard
bea,/bʲəu̯/,adj.,poor
beaíonn,/ˈbʲaiːɔnˠ/ [bʲiːnˠ],v.,taste
beiliaunn,/ˈbʲaɪ̯laʊnˠ/,nf.,empathy
beinfög,/bʲaɪ̯nʲˈfʲøːg/,nf.,alcohol
bei,/bʲaɪ̯/,adj.,fancy
belín,/ˈbʲeliːnʲ/,nf.,bear
beollzann,/ˈbʲeɫʦanˠ/,v.,defeat
beoepfeann,/ˈbʲɔpʲfʲəunˠ/,v.,emit
beonn,/bʲɔnˠ/,v.,supply
beo,/bʲɔ/,nnt.,manager
beuchídz,/bʲɔʏ̯ˈxiːdʲʒ/,adj.,fat
beuríonn,/bʲɔʏ̯ˈɾiːɔnˠ/ [bʲɔʏ̯ˈɾiːnˠ],v.,stamp
beustoeueg,/ˈbʲesˠtˠɔʏg/,nf.,orgasm
beu,/bʲʊ/,nnt.,fiction
bes,/bʲeʃ/,nnt.,infection
be,/bʲe/,nnt.,master
be,/bʲe/,nnt.,lord
boeg,/bˠeg/,nnt.,moon
boegíonn,/bˠeˈgiːɔnˠ/ [bˠeˈgiːnˠ],v.,sneeze
boellín,/ˈbˠɔliːnʲ/,nf.,paint
boerzíonn,/bˠɔɾˈʒiːɔnˠ/ [bˠɔɾˈʒiːnˠ],v.,saturate
boeups,/bˠepˠsˠ/,nnt.,talent
boeuß,/bˠɔʏ̯sˠ/,nnt.,parsley
boestíonn,/ˈbˠeʃtʲiːɔnˠ/ [ˈbˠeʃtʲiːnˠ],v.,print
bortaíonn,/bˠɔʁˈtˠaiːˌɔnˠ/ [bˠɔʁˈtˠiːnˠ],v.,bow (greet)
böll,/bʲøːɫ/,nm.,career
bör,/bˠøːʁ/,adj.,social
böstéir,/ˈbˠøːsˠtˠeːiɾ/ [ˈbˠøːsˠtˠeːɾ],nm.,squirrel
bö,/bʲøː/,adj.,violet
brafrórög,/bˠʁafˠˈʁoːɾøːg/,nf.,brass
brachann,/bˠʁaˈxanˠ/,v.,float
braigeann,/bˠʁaˈgəunˠ/,v.,surrender
braigeann,/bˠʁaˈgəunˠ/,v.,give up
braisí,/ˈbˠʁaʃiː/,nf.,loss
braisí,/ˈbˠʁɪʃiː/,nf.,nova
braipteueg,/bˠʁapʲˈtʲɔʏg/,nf.,cartoon
braehroeust,/ˈbˠʁehʁesˠtˠ/,adj.,vibrant
braeostann,/ˈbˠʁesˠtˠanˠ/,v.,imitate
braeu,/bˠʁɔʏ̯/,adv.,not
braesán,/bˠʁaˈʃæːnʲ/,nm.,crime
brang,/bˠʁaŋ/,nnt.,breakfast
brann,/bˠʁanˠ/,v.,investigate
bra,/bˠʁa/,nnt.,necklace
braíonn,/bˠʁaˈiːɔnˠ/ [bˠʁiːnˠ],v.,serve
braíonn,/bˠʁaˈiːɔnˠ/ [bˠʁiːnˠ],v.,provide
braíonn,/bˠʁaˈiːɔnˠ/ [bˠʁiːnˠ],v.,deliver
brägann,/ˈbʲɾɛːɟanˠ/,v.,cook (heat food)
brägúnán,/bʲɾɛːˈɟuːnˠæːnʲ/,nm.,father
bräz,/bˠʁɛːʦ/,nnt.,dog
bräebliauín,/bˠʁɛːˈbʲlaʊˌiːnʲ/ [bˠʁɛːˈbʲlaiːnʲ],v.,cast
bräng,/bˠʁɛːŋ/,num.,eight
bränséir,/bˠʁɛːnˠˈsˠeːiɾ/ [bˠʁɛːnˠˈsˠeːɾ],nm.,password
brärz,/bˠʁɛːɾʒ/,nnt.,flock
brästiaips,/ˈbʲɾɛːʃtʲapʲʃ/,nnt.,porch
brästiaips,/ˈbʲɾɛːʃtʲapʲʃ/,nnt.,terrace
brä,/bˠʁɛː/,adj.,reverse
bräps,/bʲɾɛːpˠsˠ/,nnt.,battery
brichéir,/ˈbʲɾɪçeːiɾ/ [ˈbʲɾɪçeːɾ],nm.,evening
briaisí,/bʲɾaˈʃiː/,nf.,resident
briaisí,/bʲɾaˈʃiː/,nf.,tenant
brianann,/ˈbʲɾaŋanˠ/,v.,be (age)
briann,/bʲɾanˠ/,v.,measure
briarán,/bʲɾaˈʁæːnʲ/,nm.,marathon
bria,/bʲɾa/,nnt.,letter (of an alphabet)
briaíonn,/ˈbʲɾaiːɔnˠ/ [bʲɾiːnˠ],v.,shout
brizeann,/ˈbʲɾɪʒəunˠ/,v.,show up
brilléir,/bʲɾɪˈleːiɾ/ [bʲɾɪˈleːɾ],nm.,hallway
brilléir,/bʲɾɪˈleːiɾ/ [bʲɾɪˈleːɾ],nm.,corridor
brioefíonn,/ˈbʲɾɔfʲiːɔnˠ/ [ˈbʲɾɔfʲiːnˠ],v.,sail
brioefíonn,/ˈbʲɾɔfʲiːɔnˠ/ [ˈbʲɾɔfʲiːnˠ],v.,cruise
brioesúir,/ˈbʲɾɔʃuːiɾ/ [ˈbʲɾɔʃuːɾ],nm.,millennium
brionn,/bʲɾɔnˠ/,v.,control
briuideríonn,/ˈbʲɾʊdʲeˌɾiːɔnˠ/ [ˈbʲɾʊdʲeɾiːnˠ],v.,meditate
briuzög,/ˈbʲɾʊʦøːg/,nf.,rabbit
bri,/bʲɾɪ/,adj.,main
brefíonn,/ˈbʲɾefʲiːɔnˠ/ [ˈbʲɾefʲiːnˠ],v.,increase
brech,/bʲɾeç/,adj.,sorry
brech,/bʲɾeç/,adj.,sad
breacht,/bʲɾaxtˠ/,nm.,belief
breastéir,/ˈbʲɾəu̯ʃtʲeːiɾ/ [ˈbʲɾəu̯ʃtʲeːɾ],nm.,park
breigín,/bʲɾaɪ̯ˈɟiːnʲ/,nm.,vest
breocueneuig,/ˈbʲɾɔkeˌɲɔʏg/,nf.,fountain
breoz,/bʲɾeʦ/,adj.,sweet
breonéir,/ˈbʲɾɔŋeːiɾ/ [ˈbʲɾɔŋeːɾ],nm.,bastard
breopf,/bʲɾepˠfˠ/,adj.,instant
brer,/bʲɾeɾ/,nnt.,cigarette
breubö,/bʲɾʊˈbˠøː/,nnt.,eye
breubö,/bʲɾʊˈbˠøː/,nnt.,eyeball
breuig,/bʲɾʊg/,nnt.,symbol
breuig,/bʲɾʊg/,nnt.,flag
breumaíonn,/ˈbʲɾʊmˠaˌiːɔnˠ/ [ˈbʲɾʊmˠiːnˠ],v.,splash
breumaíonn,/ˈbʲɾʊmˠaˌiːɔnˠ/ [ˈbʲɾʊmˠiːnˠ],v.,spray
breus,/bʲɾɔʏ̯ʃ/,prep.,towards
breu,/bʲɾʊ/,prep.,by (using a route)
broinúir,/ˈbˠʁɪnʲuːiɾ/ [ˈbˠʁɪnʲuːɾ],nm.,bank
broisí,/ˈbˠʁɔʃiː/,nf.,cannon
broechtán,/ˈbˠʁeçtʲæːnʲ/,nm.,goal (objective)
broeagann,/bˠʁəu̯ˈɟanˠ/,v.,belong
broeiúnsúir,/bˠʁaɪ̯ˈuːŋsˠuːˌiɾ/ [bˠʁaɪ̯ˈuːŋsˠuːɾ],nm.,school
broeudzaíonn,/bˠʁɔʏ̯dˠˈʦaiːˌɔnˠ/ [bˠʁɔʏ̯dˠˈʦiːnˠ],v.,examine
broeud,/bˠʁedˠ/,nm.,variable
broeugann,/ˈbˠʁeɟanˠ/,v.,let out
broeuraíonn,/ˈbˠʁeʁaˌiːɔnˠ/ [ˈbˠʁeʁiːnˠ],v.,require
broeuraíonn,/ˈbˠʁeʁaˌiːɔnˠ/ [ˈbˠʁeʁiːnˠ],v.,lack
broeuraíonn,/ˈbˠʁeʁaˌiːɔnˠ/ [ˈbˠʁeʁiːnˠ],v.,oblige
broeusán,/ˈbˠʁɔʏ̯ʃæːnʲ/,nm.,spine
broeuß,/bˠʁesˠsˠ/,prep.,over
broest,/bˠʁeʃtʲ/,nnt.,lap
broeßiozágeann,/ˈbˠʁeʃɪˌʦæːgəunˠ/,v.,defy
bronn,/bˠʁɔnˠ/,v.,insist
bro,/bˠʁɔ/,adj.,last (final)
bröbheann,/ˈbʲɾøːvʲəunˠ/,v.,afford
bruanög,/ˈbˠʁuə̯nˠøːg/,nf.,lodge
bruifög,/ˈbˠʁɪfʲøːg/,nf.,situation (circumstances, context)
bruiallzoeuig,/ˈbˠʁɪɫʦɔʏg/,nf.,forefather
brui,/bˠʁɪ/,nnt.,glue
bruensíonn,/ˈbˠʁenʲʃiːɔnˠ/ [ˈbˠʁenʲʃiːnˠ],v.,strip
bruensíonn,/ˈbˠʁenʲʃiːɔnˠ/ [ˈbˠʁenʲʃiːnˠ],v.,reap
bruensíonn,/ˈbˠʁenʲʃiːɔnˠ/ [ˈbˠʁenʲʃiːnˠ],v.,plow
brueugín,/ˈbˠʁeɟiːnʲ/,nm.,shadow
bru,/bˠʁʊ/,adj.,confident
brün,/bˠʁʏːɲ/,prep.,per
brürán,/ˈbˠʁʏːʁæːnʲ/,nm.,warrant
brág,/bʲɾæːɟ/,adj.,mature
brázeann,/ˈbˠʁæːʒəunˠ/,v.,hop
brástög,/ˈbʲɾæːsˠtˠøːg/,nf.,revenge
brást,/bˠʁæːsˠtˠ/,nnt.,drill
brápsíonn,/ˈbʲɾæːpʲʃiːɔnˠ/ [ˈbʲɾæːpʲʃiːnˠ],v.,be (exist)
bréllín,/ˈbˠʁeːliːnʲ/,nm.,fetus
bréllín,/ˈbˠʁeːliːnʲ/,nm.,embryo
brérír,/ˈbʲɾeːʁiːɾ/,nf.,melody
brérír,/ˈbʲɾeːʁiːɾ/,nf.,tune
bré,/bʲɾeː/,adv.,yet
bríchtílín,/bʲɾiːxˈtˠiːliːnʲ/,nf.,cell (biology)
bríg,/bʲɾiːg/,nnt.,writer
brínaíonn,/ˈbʲɾiːŋaˌiːɔnˠ/ [ˈbʲɾiːŋiːnˠ],v.,notify
bríonn,/ˈbˠʁiːɔnˠ/ [bˠʁiːnˠ],v.,cook (prepare food)
bríonn,/bʲɾiːˈɔnˠ/ [bʲɾiːnˠ],v.,freeze
brípóir,/ˈbˠʁiːpʲoːiɾ/ [ˈbˠʁiːpʲoːɾ],nm.,demon
bróll,/bˠʁoːɫ/,adv.,always
bróll,/bˠʁoːɫ/,adv.,all the time
bróeuß,/ˈbˠʁoːesˠ/ [bˠʁoːsˠ],nm.,rationale
brónsíonn,/ˈbʲɾoːnʲʃiːɔnˠ/ [ˈbʲɾoːnʲʃiːnˠ],v.,settle
brónsíonn,/ˈbʲɾoːnʲʃiːɔnˠ/ [ˈbʲɾoːnʲʃiːnˠ],v.,stay
brórzueueg,/ˈbˠʁoːʁʦɔʏg/,nf.,counsel
brósteueg,/ˈbʲɾoːʃtʲɔʏg/,nf.,wage
brósteueg,/ˈbʲɾoːʃtʲɔʏg/,nf.,salary
bróp,/bˠʁoːpʲ/,adj.,rude
bróp,/bˠʁoːpʲ/,adj.,crude
bróp,/bˠʁoːpʲ/,adj.,nasty
bróp,/bˠʁoːpʲ/,adj.,vulgar
brúfóir,/bˠʁuːˈfʲoːiɾ/ [bˠʁuːˈfʲoːɾ],nm.,attitude
brúdz,/bʲɾuːdˠʦ/,prep.,near
brúzíonn,/ˈbʲɾuːʒiːɔnˠ/ [ˈbʲɾuːʒiːnˠ],v.,watch out
brúnann,/ˈbʲɾuːŋanˠ/,v.,achieve
brúnann,/ˈbʲɾuːŋanˠ/,v.,accomplish
brúnann,/ˈbʲɾuːŋanˠ/,v.,work (have desired result)
brúneann,/bˠʁuːˈɲəunˠ/,v.,discriminate
brúneaurdeann,/ˈbˠʁuːɲaʊ̯ɾˌdʲəunˠ/,v.,miss (not hit)
brúneaurdeann,/ˈbˠʁuːɲaʊ̯ɾˌdʲəunˠ/,v.,miss (not take advantage of)
brúst,/bʲɾuːʃtʲ/,nnt.,hydrogen
brútög,/bˠʁuːˈtʲøːg/,nf.,overdose
buc,/bˠʊk/,nm.,logic
builín,/ˈbˠʊliːnʲ/,nf.,blur
buimh,/bˠʊmʲ/,nnt.,mood
buloiang,/ˈbˠʊɫɪŋ/,nnt.,juice
buloiang,/ˈbˠʊɫɪŋ/,nnt.,syrup
buloiang,/ˈbˠʊɫɪŋ/,nnt.,blood
buedá,/ˈbˠedʲæː/,nnt.,brow
bueg,/bˠʊg/,adj.,static
buensín,/ˈbˠeɲʃiːnʲ/,nm.,budget
buerd,/bˠeɾdʲ/,nnt.,spring (season)
buesí,/ˈbˠʊʃiː/,nf.,pea
bue,/bˠe/,nnt.,health
burír,/bˠʊˈʁiːɾ/,nf.,liar
bübri,/ˈbˠʏːbʲɾɪ/,nnt.,chicken
bübri,/ˈbˠʏːbʲɾɪ/,nnt.,fowl
bübri,/ˈbˠʏːbʲɾɪ/,nnt.,poultry
bügíonn,/bʲʏːˈgiːɔnˠ/ [bʲʏːˈgiːnˠ],v.,pave
bümín,/ˈbʲʏːmʲiːnʲ/,nm.,drought
báchtíonn,/ˈbʲæːçtʲiːɔnˠ/ [ˈbʲæːçtʲiːnˠ],v.,clarify
bág,/bʲæːɟ/,nm.,laser
bálúir,/bˠæːˈɫuːiɾ/ [bˠæːˈɫuːɾ],nm.,rope
bá,/bʲæː/,nnt.,center
bá,/bʲæː/,nnt.,nucleus
bápsann,/ˈbʲæːpˠsˠanˠ/,v.,hint
béch,/bʲeːx/,nm.,surgery
bézír,/bʲeːˈʒiːɾ/,nf.,floor
bézír,/bʲeːˈʒiːɾ/,nf.,ground
béllaigög,/bʲeːˈɫagøːg/,nf.,apartment
bémír,/bʲeːˈmʲiːɾ/,nf.,stage
béneann,/ˈbʲeːnʲəunˠ/,v.,tread
bé,/bʲeː/,nnt.,protein
bíonn,/bˠiːˈɔnˠ/ [bˠiːnˠ],v.,attend
bíonn,/ˈbʲiːɔnˠ/ [bʲiːnˠ],v.,be (permanent state)
bírúir,/bʲiːˈɾuːiɾ/ [bʲiːˈɾuːɾ],nm.,armory
bí,/bˠiː/,nnt.,strawberry
bólín,/ˈbˠoːliːnʲ/,nf.,atmosphere
bónn,/bʲoːnˠ/,nm.,course (direction of travel)
bórz,/bˠoːɾʒ/,nnt.,demise
búch,/bʲuːx/,nm.,controversy
búll,/bʲuːɫ/,nnt.,clone
búnaeueg,/bʲuːˈnˠɔʏg/,nf.,engine
búng,/bʲuːŋ/,num.,six
búneann,/bʲuːˈɲəunˠ/,v.,scrub
búrz,/bʲuːɾʒ/,nnt.,height
búrz,/bʲuːɾʒ/,nnt.,altitude
búpír,/bʲuːˈpʲiːɾ/,nf.,magnet
gaf,/ɟafˠ/,nm.,excuse
gab,/ɟabˠ/,nm.,hour
gab,/ɟabˠ/,nm.,time
gaifeann,/ˈɟafʲəunˠ/,v.,convict
gainög,/ɟaˈɲøːg/,nf.,noise
gaisteöig,/ˈɟaʃtʲøːg/,nnt.,god
gaiteueg,/ˈɟatʲɔʏg/,nf.,brain
gai,/ɟɪ/,nnt.,debt
gaißeueg,/ˈɟaʃɔʏg/,nf.,drama
gaefreunír,/ˈɟafʲɾɔʏ̯ɲiːɾ/,nf.,purpose
gaechtír,/ˈɟeçtʲiːɾ/,nf.,lease
gaeapsann,/ˈɟepˠsˠanˠ/,v.,change
gaeapsann,/ˈɟepˠsˠanˠ/,v.,vary
gann,/ɟanˠ/,v.,decide
gann,/ɟanˠ/,v.,judge
gann,/ɟanˠ/,v.,choose
gaud,/ɟaʊ̯dˠ/,nm.,heat
gaurt,/ˈɟaʊʁtˠ/,nm.,strength
gaustög,/ˈɟaʊ̯sˠtˠøːg/,nf.,width
gat,/ɟatˠ/,nm.,witness
gaíonn,/ɟaˈiːɔnˠ/ [ɟiːnˠ],v.,register
gäfeann,/ˈgɛːfʲəunˠ/,v.,feel (perceive, sense)
gächeuig,/ɟɛːˈçɔʏg/,nf.,proton
gädochann,/ˈɟɛːdˠɔxanˠ/,v.,drape
gägeann,/gɛːˈgəunˠ/,v.,divide
gäg,/gɛːg/,adj.,permanent
gär,/gɛːʁ/,nnt.,direction (way)
gäsúir,/ˈɟɛːʃuːiɾ/ [ˈɟɛːʃuːɾ],nm.,microscope
gä,/ɟɛː/,nnt.,motor
ghéthídz,/geːˈtʲiːʒ/,nnt.,earth (world)
ghéthídz,/ˈgeːtʲiːʒ/,nnt.,getig
ghéthídz,/ˈgeːtʲiːʒ/,nnt.,world
giaineann,/ˈgaɲəunˠ/,v.,edit
giaineann,/ˈgaɲəunˠ/,v.,revise
giazög,/ˈgaʦøːg/,nf.,cellar
giazuifúir,/ˈgaʦɪˌfʲuːiɾ/ [ˈgaʦɪfʲuːɾ],nm.,boss
giaegög,/gaˈgøːg/,nf.,niece
giaellín,/gaˈliːnʲ/,nf.,past
giaenüsteann,/ˈgaɲʏːʃˌtʲəunˠ/,v.,obtain
giaeníonn,/ˈgaɲiːɔnˠ/ [ˈgaɲiːnˠ],v.,produce (manufacture)
giaesí,/gaˈʃiː/,nf.,north
giaud,/gaʊ̯dˠ/,nm.,dwarf
giaust,/gaʊ̯sˠtˠ/,adj.,insane
gia,/ga/,adj.,rough
giaßann,/gɪˈsˠanˠ/,v.,snatch
giaßaíonn,/gasˠˈsˠaiːˌɔnˠ/ [gasˠˈsˠiːnˠ],v.,import
gibt,/gɪbʲtʲ/,pron.,there (is)
gibt,/gɪbʲtʲ/,pron.,there (are)
gizeueg,/ˈgɪʒɔʏg/,nf.,specimen
giofaíonn,/ˈgɔfˠaˌiːɔnˠ/ [ˈgɔfˠiːnˠ],v.,swim
giodueabh,/gɔˈdˠevˠ/,nm.,scale (skin of reptiles)
gioicheueg,/ˈgɔçɔʏg/,nf.,calendar
gioen,/gɔɲ/,adj.,necessary
gio,/gɔ/,nnt.,acquaintance
giuch,/gɪx/,adj.,civilized
giuachteann,/guə̯çˈtʲəunˠ/,v.,indicate
giuarmülín,/guəʁˈmˠʏːliːnʲ/,nf.,champion
giuilín,/ˈgʊliːnʲ/,nf.,path
giuisíonn,/ˈgʊʃiːɔnˠ/ [ˈgʊʃiːnˠ],v.,spawn
giuz,/gʊʦ/,nnt.,pride
giuemeumhóir,/ˈgʊmʲeˌmˠoːiɾ/ [ˈgʊmʲemˠoːɾ],nm.,airlock
giueneueg,/ˈgʊnʲɔʏg/,nf.,lust
giübheaen,/ˈgʏːvʲanʲ/,nm.,beast
glabllúboeuchann,/ˈɟɫabˠɫuːˌbˠɔʏ̯xanˠ/,v.,defecate
glailleann,/ˈɟɫaləunˠ/,v.,rattle
glainán,/ɟɫaˈnʲæːnʲ/,nm.,shoulder
glaeanóir,/ˈɟɫəu̯nʲoːiɾ/ [ˈɟɫəu̯nʲoːɾ],nm.,committee
glaeoch,/ɟɫex/,nnt.,cord
glaíonn,/ˈɟɫaiːɔnˠ/ [ɟɫiːnˠ],v.,earn
gläcílzaíonn,/ˈɟɫɛːkiːɫˌʦaiːɔnˠ/ [ˈɟɫɛːkiːɫʦiːnˠ],v.,die
gläcílzaíonn,/ˈɟɫɛːkiːɫˌʦaiːɔnˠ/ [ˈɟɫɛːkiːɫʦiːnˠ],v.,expire
gliaga,/ˈglaɟa/,adj.,sour
gliaga,/ˈglaɟa/,adj.,bitter
gliain,/glaɲ/,nnt.,navy
gliann,/glanˠ/,v.,hide
glianéir,/ˈglɪŋeːiɾ/ [ˈglɪŋeːɾ],nm.,vision
gliardín,/ˈglaʁdˠiːnʲ/,nm.,offspring
gliauchíonn,/ˈglaʊ̯çiːɔnˠ/ [ˈglaʊ̯çiːnˠ],v.,bloom
