Untitled,Pronunciation,Part of speech,English
scioepóir,/ʃcɔˈpʲoːiɾ/ [ˈʃcɔpʲoːɾ],nm.,slogan
sciuchaíonn,/ˌʃcɪxaˈiːɔnˠ/ [ˈʃcɪxiːnˠ],v.,affect
sciuchaíonn,/ˌʃcɪxaˈiːɔnˠ/ [ˈʃcɪxiːnˠ],v.,influence
sciuchír,/ˈʃcʊxiːɾ/,nf.,market
sciuasúir,/ʃcuə̯ˈʃuːiɾ/ [ˈʃcuə̯ʃuːɾ],nm.,passenger
sciuetín,/ˈʃcʊtʲiːnʲ/,nm.,trauma
sciuetín,/ˈʃcʊtʲiːnʲ/,nm.,wound
sciunfoeuig,/ʃcɪnˠˈfˠɔʏg/,nf.,radius
scitán,/ˈʃcɪtʲæːnʲ/,nm.,body
sci,/ʃcɪ/,prep.,before
sceafueuig,/ʃcaˈfˠɔʏg/,nf.,horn
sceaelleaunn,/ʃcaˈlaʊnˠ/,nf.,sign
sceaelleaunn,/ʃcaˈlaʊnˠ/,nf.,signal
sceaelleaunn,/ʃcaˈlaʊnˠ/,nf.,symptom
sceanaíonn,/ˌʃcanˠaˈiːɔnˠ/ [ˈʃcanˠiːnˠ],v.,bang
sceanaíonn,/ˌʃcanˠaˈiːɔnˠ/ [ˈʃcanˠiːnˠ],v.,fuck (slang)
sceann,/ˈʃceanˠ/,v.,indulge
sceardúir,/ʃceʁˈdˠuːiɾ/ [ˈʃceʁdˠuːɾ],nm.,crack
sceardúir,/ʃceʁˈdˠuːiɾ/ [ˈʃceʁdˠuːɾ],nm.,fracture
sceaudzóir,/ʃcaʊ̯dʲˈʒoːiɾ/ [ˈʃcaʊ̯dʲʒoːɾ],nm.,lyrics
sceau,/ʃcaʊ̯/,adv.,actually
sceastír,/ˈʃcasˠtˠiːɾ/,nf.,foil
sceat,/ʃcatˠ/,nnt.,license
sceaíonn,/ʃcəu̯ˈiːɔnˠ/ [ˈʃcəu̯iːnˠ],v.,argue
sceillín,/ˈʃcaɪ̯liːnʲ/,nf.,battle
sceillín,/ˈʃcaɪ̯liːnʲ/,nf.,combat
sceillín,/ˈʃcaɪ̯liːnʲ/,nf.,clash
sceleoichíonn,/ˌʃcelɔˈçiːɔnˠ/ [ʃceˈlɔçiːnˠ],v.,burst
sceofaíonn,/ˌʃcɔfˠaˈiːɔnˠ/ [ˈʃcɔfˠiːnˠ],v.,comprehend
sceofaíonn,/ˌʃcɔfˠaˈiːɔnˠ/ [ˈʃcɔfˠiːnˠ],v.,fathom
sceob,/ʃcebˠ/,nm.,hood
sceoizeann,/ʃcɔˈʒəunˠ/,v.,mock
sceoizeann,/ʃcɔˈʒəunˠ/,v.,imitate
sceolzín,/ˈʃcɔɫʦiːnʲ/,nm.,triangle
sceoemheann,/ʃcɔˈmʲəunˠ/,v.,cost
sceordúir,/ʃceʁˈdˠuːiɾ/ [ˈʃceʁdˠuːɾ],v.,crack
sceo,/ʃcɔ/,num.,first
sceuamhpfeann,/ʃcuə̯mʲpʲˈfʲəunˠ/,v.,connect
sceuamhpfeann,/ʃcuə̯mʲpʲˈfʲəunˠ/,v.,attach
sceuaíonn,/ʃcuə̯ˈiːɔnˠ/ [ˈʃcuə̯iːnˠ],nf.,knot
sceuaíonn,/ʃcuə̯ˈiːɔnˠ/ [ˈʃcuə̯iːnˠ],v.,tie
sceuigeann,/ʃcʊˈgəunˠ/,v.,push
sceuigeann,/ʃcʊˈgəunˠ/,v.,shove
sceuigeann,/ʃcʊˈgəunˠ/,v.,press
sceuigeann,/ʃcʊˈgəunˠ/,v.,shift
sceu,/ʃcɔʏ̯/,nnt.,saint
scesán,/ˈʃceʃæːnʲ/,nm.,issue
scesán,/ˈʃceʃæːnʲ/,nm.,concern
scesán,/ˈʃceʃæːnʲ/,nm.,problem
sce,/ʃce/,nnt.,trousers
sce,/ʃce/,nnt.,pants
scoichíonn,/sˠkɔˈçiːɔnˠ/ [ˈsˠkɔçiːnˠ],v.,stumble
scointiaß,/ˈsˠkɪnʲtʲɪsˠ/,nm.,surgery
scoin,/sˠkɔnʲ/,nnt.,leg
scoin,/sˠkɔnʲ/,nnt.,lap
scoioraíonn,/ˌsˠkɪʁaˈiːɔnˠ/ [ˈsˠkɪʁiːnˠ],v.,complete
scoiop,/sˠkɪpˠ/,conj.,and
scoegeann,/sˠkɔˈgəunˠ/,nm.,rate
scoegeann,/sˠkɔˈgəunˠ/,v.,rate
scoeicust,/ˈsˠkaɪ̯kʊsˠtˠ/,nnt.,mission
scoe,/sˠke/,nnt.,crate
sconír,/ˈsˠkɔŋiːɾ/,nf.,frame
sco,/sˠkɔ/,adj.,private
scöcuemíonn,/ˌʃcøːkʊˈmʲiːɔnˠ/ [ʃcøːˈkʊmʲiːnˠ],v.,erupt
scönaíonn,/ˌsˠkøːnˠaˈiːɔnˠ/ [ˈsˠkøːnˠiːnˠ],nm.,dancer
scönaíonn,/ˌsˠkøːnˠaˈiːɔnˠ/ [ˈsˠkøːnˠiːnˠ],v.,dance
scö,/ʃcøː/,nnt.,laundry
scuachteann,/sˠkuə̯çˈtʲəunˠ/,v.,cough
scuallír,/ˈsˠkuə̯liːɾ/,nf.,urn
scuaíonn,/sˠkuə̯ˈiːɔnˠ/ [ˈsˠkuə̯iːnˠ],v.,fall
scuaíonn,/sˠkuə̯ˈiːɔnˠ/ [ˈsˠkuə̯iːnˠ],v.,drop
scuaíonn,/sˠkuə̯ˈiːɔnˠ/ [ˈsˠkuə̯iːnˠ],v.,dive
scub,/sˠkʊbˠ/,nm.,shame
scub,/sˠkʊbˠ/,nm.,stigma
scub,/sˠkʊbˠ/,nm.,guilt
scugann,/ˈsˠkʊɟanˠ/,v.,gather
scugann,/ˈsˠkʊɟanˠ/,v.,assemble
scugann,/ˈsˠkʊɟanˠ/,v.,congregate
scuiann,/sˠkɪnˠ/,nf.,painter
scuiheit,/sˠkɪˈhaɪtʲ/,nnt.,silence
scuiunn,/sˠkɪnˠ/,nnt.,paint
scuist,/sˠkʊʃtʲ/,adj.,dull
scuist,/sˠkʊʃtʲ/,adj.,dim
sculéir,/sˠkʊˈɫeːiɾ/ [ˈsˠkʊɫeːɾ],nm.,restaurant
sculéir,/sˠkʊˈɫeːiɾ/ [ˈsˠkʊɫeːɾ],nm.,diner
scueacö,/ˈsˠkəu̯køː/,adj.,fast
scueacö,/ˈsˠkəu̯køː/,adj.,smart
scueacö,/ˈsˠkəu̯køː/,adj.,intelligent
scueann,/ˈsˠkeanˠ/,v.,poise
scuíonn,/sˠkʊˈiːɔnˠ/ [sˠkiːnˠ],v.,scrub
scuíonn,/sˠkʊˈiːɔnˠ/ [sˠkiːnˠ],v.,wash
scünaíonn,/ˌʃcʏːŋaˈiːɔnˠ/ [ˈʃcʏːŋiːnˠ],v.,dangle
scürea,/ʃcʏːˈɾəu/,nnt.,winery
scü,/ʃcʏː/,nnt.,wine
scüíonn,/ʃcʏːˈiːɔnˠ/ [ˈʃcʏːiːnˠ],v.,groan
scüíonn,/ʃcʏːˈiːɔnˠ/ [ˈʃcʏːiːnˠ],v.,moan
scáchír,/ˈʃcæːxiːɾ/,nf.,protein
scácümm,/ˈʃcæːkʏːmˠ/,adj.,straight
scácümm,/ˈʃcæːkʏːmˠ/,adj.,even
scácümm,/ˈʃcæːkʏːmˠ/,adj.,equal
scácümm,/ˈʃcæːkʏːmˠ/,adj.,equivalent
scállzaíonn,/ˌsˠkæːɫʦaˈiːɔnˠ/ [ˈsˠkæːɫʦiːnˠ],v.,spin
scállzaíonn,/ˌsˠkæːɫʦaˈiːɔnˠ/ [ˈsˠkæːɫʦiːnˠ],v.,swirl
scánf,/ʃcæːnʲfʲ/,conj.,when
scásúir,/ʃcæːˈʃuːiɾ/ [ˈʃcæːʃuːɾ],nm.,trade
scá,/ʃcæː/,conj.,even
scég,/ʃceːɟ/,nnt.,vine
scélícúst,/ʃceːˈliːkuːsˠtˠ/,nnt.,arena
scélícúst,/ʃceːˈliːkuːsˠtˠ/,nnt.,stadium
scés,/ʃceːʃ/,nnt.,direction (way)
scícht,/sˠkiːxtˠ/,nm.,clerk
scíbeo,/ˈsˠkiːbʲɔ/,adv.,sometimes
scízögeann,/ˌsˠkiːʒøːˈgəunˠ/,v.,populate
scízög,/ˈsˠkiːʒøːg/,nf.,town
scízög,/ˈsˠkiːʒøːg/,nf.,population
scízög,/ˈsˠkiːʒøːg/,nf.,village
scí,/ʃciː/,adj.,premier
scípsann,/ˈsˠkiːpˠsˠanˠ/,v.,multiply
scípsann,/ˈsˠkiːpˠsˠanˠ/,v.,reproduce
scípsann,/ˈsˠkiːpˠsˠanˠ/,v.,expand
scófaesíonn,/ˌʃcoːfˠaˈʃiːɔnˠ/ [ʃcoːˈfˠaʃiːnˠ],v.,bless
scórt,/sˠkoːʁtˠ/,adj.,last (only remaining)
scó,/ʃcoː/,nnt.,pirate
scúgíonn,/sˠkuːˈgiːɔnˠ/ [ˈsˠkuːgiːnˠ],v.,complain
scúgír,/ˈʃcuːɟiːɾ/,nf.,moon
scúgír,/ˈʃcuːɟiːɾ/,nf.,month
scúliaunn,/ʃcuːˈlaʊnˠ/,nf.,media
scúsíonn,/ʃcuːˈʃiːɔnˠ/ [ˈʃcuːʃiːnˠ],v.,tread
scúsíonn,/ʃcuːˈʃiːɔnˠ/ [ˈʃcuːʃiːnˠ],v.,step on
scú,/sˠkuː/,nnt.,pyramid
scú,/sˠkuː/,nnt.,cone
scú,/ʃcuː/,nnt.,match (game)
scú,/ʃcuː/,nnt.,contest
saehi,/ˈsˠehɪ/,nnt.,cartoon
saensíonn,/sˠaɲˈʃiːɔnˠ/ [ˈsˠaɲʃiːnˠ],v.,drain
sang,/sˠaŋ/,nnt.,god
sautín,/ˈsˠaʊ̯tˠiːnʲ/,nm.,receipt
sa,/sˠa/,adv.,how
sächtaíonn,/ˌsˠɛːxtˠaˈiːɔnˠ/ [ˈsˠɛːxtˠiːnˠ],v.,celebrate
säg,/ʃɛːɟ/,adv.,probably
säg,/ʃɛːɟ/,adj.,probable
säzóir,/ʃɛːˈʦoːiɾ/ [ˈʃɛːʦoːɾ],nm.,diet
sälleaunn,/ʃɛːˈlaʊnˠ/,nf.,lounge
sälleaunn,/ʃɛːˈlaʊnˠ/,nf.,couch
sälleaunn,/ʃɛːˈlaʊnˠ/,nf.,sofa
säll,/ʃɛːɫ/,adj.,scared
säll,/ʃɛːɫ/,adj.,afraid
sänfoeueg,/ʃɛːnˠˈfˠɔʏg/,nf.,necklace
säránaíonn,/ʃɛːˌɾæːnˠaˈiːɔnˠ/ [ʃɛːˈɾæːnˠiːnˠ],v.,fold
säpfír,/ˈʃɛːpʲfʲiːɾ/,nf.,coffin
sidz,/ʃɪdʲʒ/,nnt.,number
siachtann,/ˈʃaxtˠanˠ/,v.,fire (from job)
siaepfóir,/ʃapʲˈfʲoːiɾ/ [ˈʃapʲfʲoːɾ],nm.,oil
siang,/ʃaŋ/,prep.,like
siann,/ˈʃɪanˠ/,v.,obey
sia,/ʃa/,prep.,across
siap,/ʃɪpˠ/,nm.,waist
siap,/ʃɪpˠ/,nm.,midriff
siohiuzaíonn,/ʃɔˌhɪʦaˈiːɔnˠ/ [ʃɔˈhɪʦiːnˠ],v.,pause
sioirt,/ʃɔɾtʲ/,nnt.,toddler
sioesán,/ˈʃɔʃæːnʲ/,nm.,lunch
sionn,/ˈʃɪɔnˠ/,v.,erode
siopsán,/ˈʃɔpˠsˠæːnʲ/,nm.,skeptic
siopsán,/ˈʃɔpˠsˠæːnʲ/,nm.,cynic
siriauíonn,/ˌʃɪɾaʊ̯ˈiːɔnˠ/ [ʃɪˈɾaʊ̯iːnˠ],v.,might
sir,/ʃɪɾ/,nnt.,question
siurtín,/ˈʃʊʁtˠiːnʲ/,nm.,protagonist
sisí,/ˈʃɪʃiː/,nf.,parsley
siád,/ʃæːdˠ/,pron.,theirs (fem)
siúd,/sˠuːdˠ/,pron.,theirs
siúd,/ʃuːdˠ/,pron.,theirs (masc)
sechtúir,/ʃeçˈtʲuːiɾ/ [ˈʃeçtʲuːɾ],nm.,transport
seafaíonn,/ˌʃefˠaˈiːɔnˠ/ [ˈʃefˠiːnˠ],v.,save (put aside)
seag,/ʃaɟ/,nnt.,compassion
seag,/ʃaɟ/,nnt.,empathy
seag,/ʃaɟ/,nnt.,sympathy
seaifóf,/ˈʃafʲoːfʲ/,nnt.,property
seaisúir,/ʃaˈʃuːiɾ/ [ˈʃaʃuːɾ],nm.,grill
seaisúir,/ʃaˈʃuːiɾ/ [ˈʃaʃuːɾ],nm.,barbecue
seazaíonn,/ˌʃeʦaˈiːɔnˠ/ [ˈʃeʦiːnˠ],v.,withdraw
seazaíonn,/ˌʃeʦaˈiːɔnˠ/ [ˈʃeʦiːnˠ],v.,take out
seauchtög,/ˈʃaʊ̯çtʲøːg/,nf.,adult
seastúb,/ˈʃasˠtˠuːbˠ/,nm.,present
seastúb,/ˈʃasˠtˠuːbˠ/,nm.,gift
seastúb,/ˈʃasˠtˠuːbˠ/,nm.,souvenir
seinseann,/ʃaɪ̯ɲˈʃəunˠ/,v.,have
seinseann,/ʃaɪ̯ɲˈʃəunˠ/,v.,be (age)
seinseann,/ʃaɪ̯ɲˈʃəunˠ/,v.,must
seinseann,/ʃaɪ̯ɲˈʃəunˠ/,v.,have to
seinseann,/ʃaɪ̯ɲˈʃəunˠ/,v.,own
seinseann,/ʃaɪ̯ɲˈʃəunˠ/,v.,get
seinseann,/ʃaɪ̯ɲˈʃəunˠ/,v.,include
sein,/ˈʃaɪnʲ/,pron.,his
sensán,/ˈʃeɲʃæːnʲ/,nm.,sonar
seoim,/ʃɔmʲ/,nnt.,mistake
seoim,/ʃɔmʲ/,nnt.,error
seoim,/ʃɔmʲ/,nnt.,defect
seoest,/ʃɔʃtʲ/,adj.,crisp
seorz,/ʃɔʁʦ/,nnt.,hangover
seot,/ʃɔtˠ/,nm.,diary
seugann,/ˈʃɔʏ̯ɟanˠ/,v.,figure out
seugann,/ˈʃɔʏ̯ɟanˠ/,v.,guess
seugann,/ˈʃɔʏ̯ɟanˠ/,v.,analyze
seugann,/ˈʃɔʏ̯ɟanˠ/,v.,ponder
seugann,/ˈʃɔʏ̯ɟanˠ/,v.,deduce
seugann,/ˈʃɔʏ̯ɟanˠ/,v.,deem
seugann,/ˈʃɔʏ̯ɟanˠ/,v.,estimate
seugann,/ˈʃɔʏ̯ɟanˠ/,v.,scrutinize
seuirdeuig,/ʃʊɾˈdʲɔʏg/,nf.,state (condition)
seuirdeuig,/ʃʊɾˈdʲɔʏg/,nf.,condition (state)
seul,/ʃɔʏ̯ɫ/,nm.,ray (of light)
seuen,/ʃʊɲ/,nnt.,chalk
seurd,/ʃɔʏ̯ʁdˠ/,adj.,sore
seupfán,/ˈʃɔʏ̯pˠfˠæːnʲ/,nm.,neck
seupfán,/ˈʃɔʏ̯pˠfˠæːnʲ/,nm.,collar
seups,/ʃʊpˠsˠ/,nnt.,committee
seups,/ʃʊpˠsˠ/,nnt.,tribunal
soillín,/ˈsˠɪliːnʲ/,nf.,fashion
soearúir,/sˠeˈʁuːiɾ/ [ˈsˠeʁuːɾ],nm.,dimension
soei,/sˠaɪ̯/,adj.,healthy
sö,/sˠøː/,nnt.,ink
suadh,/sˠuə̯vˠ/,adj.,basic
suang,/sˠuə̯ŋ/,nnt.,security
suidh,/sˠɪvʲ/,nnt.,lever
suidh,/sˠɪvʲ/,nnt.,pedal
suidh,/sˠɪvʲ/,nnt.,trigger
suillínlü,/sˠɪˈliːnʲɫʏ/,adj.,fashionable
suiudzann,/ˈsˠɪdˠʦanˠ/,v.,sway
suiudzann,/ˈsˠɪdˠʦanˠ/,v.,convince
sueiheit,/sˠaɪ̯ˈhaɪtʲ/,nf.,health
sueziang,/ˈsˠeʒaŋ/,nnt.,dress
sueziang,/ˈsˠeʒaŋ/,nnt.,skirt
sueziang,/ˈsˠeʒaŋ/,nnt.,costume
suesíonn,/sˠʊˈʃiːɔnˠ/ [ˈsˠʊʃiːnˠ],v.,smack
suesíonn,/sˠʊˈʃiːɔnˠ/ [ˈsˠʊʃiːnˠ],v.,snap
su,/sˠʊ/,adj.,quiet
su,/sˠʊ/,adj.,shy
su,/sˠʊ/,adj.,gentle
süciníonn,/ˌʃʏːcɪˈɲiːɔnˠ/ [ʃʏːˈcɪɲiːnˠ],v.,trust
süciníonn,/ˌʃʏːcɪˈɲiːɔnˠ/ [ʃʏːˈcɪɲiːnˠ],v.,rely on
süsán,/ˈʃʏːʃæːnʲ/,nm.,reward
süsán,/ˈʃʏːʃæːnʲ/,nm.,medal
süsín,/ˈʃʏːsˠiːnʲ/,nm.,beard
sállíonn,/ʃæːˈliːɔnˠ/ [ˈʃæːliːnˠ],v.,transcend
sánaíonn,/ˌsˠæːnˠaˈiːɔnˠ/ [ˈsˠæːnˠiːnˠ],nnt.,employer
sánaíonn,/ˌsˠæːnˠaˈiːɔnˠ/ [ˈsˠæːnˠiːnˠ],nf.,use
sánaíonn,/ˌsˠæːnˠaˈiːɔnˠ/ [ˈsˠæːnˠiːnˠ],v.,use
sánaíonn,/ˌsˠæːnˠaˈiːɔnˠ/ [ˈsˠæːnˠiːnˠ],v.,utilize
sánaíonn,/ˌsˠæːnˠaˈiːɔnˠ/ [ˈsˠæːnˠiːnˠ],v.,spend
sánaíonn,/ˌsˠæːnˠaˈiːɔnˠ/ [ˈsˠæːnˠiːnˠ],v.,employ
sánaíonn,/ˌsˠæːnˠaˈiːɔnˠ/ [ˈsˠæːnˠiːnˠ],v.,exploit
sánaíonn,/ˌsˠæːnˠaˈiːɔnˠ/ [ˈsˠæːnˠiːnˠ],v.,recruit
sánn,/ʃæːnˠ/,nnt.,ghost
sá,/ʃæː/,det.,such
séann,/ˈsˠeːanˠ/ [sˠeːnˠ],v.,perform
sézír,/ˈsˠeːʦiːɾ/,nf.,fence
sézír,/ˈsˠeːʦiːɾ/,nf.,wall
sél,/ʃeːl/,adj.,reverse
séstíonn,/sˠeːʃˈtʲiːɔnˠ/ [ˈsˠeːʃtʲiːnˠ],v.,tangle
sé,/ʃeː/,pron.,she
sé,/ʃeː/,adj.,flat
sé,/ʃeː/,adj.,smooth
sé,/ʃeː/,adj.,sleek
séps,/ʃeːpʲʃ/,nnt.,tax
séps,/ʃeːpʲʃ/,nnt.,tariff
sídeuirt,/ˈsˠiːdʲʊɾtʲ/,nnt.,lesson
sílín,/ˈsˠiːliːnʲ/,nf.,tongue
sílín,/ˈsˠiːliːnʲ/,nf.,language
sílín,/ˈsˠiːliːnʲ/,nf.,dialect
sílín,/ˈsˠiːliːnʲ/,nf.,voice
síns,/sˠiːɲʃ/,nnt.,candidate
sí,/ʃiː/,pron.,it
sí,/ʃiː/,pron.,they (sing)
sí,/ʃiː/,det.,few
sóbh,/ʃoːvˠ/,nm.,bill
sóbh,/ʃoːvˠ/,nm.,check
sóg,/sˠoːɟ/,nm.,machine
sóg,/sˠoːɟ/,nm.,engine
sóg,/sˠoːɟ/,nm.,motor
sómhpfaíonn,/ˌʃoːmˠpˠfˠaˈiːɔnˠ/ [ˈʃoːmˠpˠfˠiːnˠ],v.,rinse
sór,/ʃoːʁ/,nnt.,sequence
sór,/ʃoːʁ/,nnt.,order
sór,/ʃoːʁ/,nnt.,hierarchy
sóst,/ʃoːsˠtˠ/,adj.,single
só,/sˠoː/,nnt.,stew
só,/ʃoː/,adj.,physical
súl,/ʃuːl/,adj.,only
súrig,/ˈʃuːɾɪg/,adv.,still
tach,/tˠax/,adv.,off
tadh,/tˠavˠ/,nm.,usher
taibheuig,/tˠaˈvʲɔʏg/,nf.,seaweed
taibhúir,/tˠaˈvʲuːiɾ/ [ˈtˠavʲuːɾ],nm.,whisker
tailleueg,/tˠaˈlɔʏg/,nf.,dynamics
tailög,/ˈtˠɪløːg/,nf.,project
tallög,/ˈtˠaɫøːg/,nf.,knife
tallög,/ˈtˠaɫøːg/,nf.,blade
taegín,/ˈtˠagiːnʲ/,nm.,picture
taegír,/ˈtˠegiːɾ/,nf.,reservation
taeof,/tˠefˠ/,adj.,loud
taeof,/tˠefˠ/,adj.,noisy
tanaíonn,/ˌtˠanˠaˈiːɔnˠ/ [ˈtˠanˠiːnˠ],v.,contrast
tanoe,/ˈtˠanˠe/,adj.,hollow
taoibh,/ˈtʲɔɪvʲ/,pron.,to y'all
taoibh,/ˈtʲɔɪvʲ/,pron.,to you all
tar,/tˠaʁ/,prep.,for (in favor of)
taugúríonn,/ˌtˠaʊ̯guːˈɾiːɔnˠ/ [tˠaʊ̯ˈguːɾiːnˠ],v.,hit
taugúríonn,/ˌtˠaʊ̯guːˈɾiːɔnˠ/ [tˠaʊ̯ˈguːɾiːnˠ],v.,punch
taugúríonn,/ˌtˠaʊ̯guːˈɾiːɔnˠ/ [tˠaʊ̯ˈguːɾiːnˠ],v.,collide
tauz,/ˈtˠaʊʦ/,pron.,this
ta,/tˠaː/,pron.,you (masc)
täfacais,/tˠɛːˈfˠakɪʃ/,adj.,oral
täfac,/ˈtˠɛːfˠak/,nm.,mouth
täfac,/ˈtˠɛːfˠak/,nm.,beak
täféann,/tʲɛːˈfʲeːanˠ/ [ˈtʲɛːfʲeːnˠ],v.,count
täbhán,/ˈtˠɛːvʲæːnʲ/,nm.,area
täbhán,/ˈtˠɛːvʲæːnʲ/,nm.,region
tä,/tʲɛː/,adj.,native
tháisimh,/ˈtˠaːʃɪmʲ/,pron.,y'all
tháisimh,/ˈtˠaːʃɪmʲ/,pron.,you all (masc)
thímh,/tʲiːvʲ/,pron.,you (fem)
thísim,/ˈtʲiːʃɪmʲ/,pron.,y'all
thísim,/ˈtʲiːʃɪmʲ/,pron.,you all (fem)
tiaf,/tʲafˠ/,nm.,drug
tiaf,/tʲafˠ/,nm.,medicine
tiacht,/tʲɪxtˠ/,nm.,stable
tiaibhüíonn,/ˌtʲavʲʏːˈiːɔnˠ/ [tʲaˈvʲʏːiːnˠ],v.,sob
tiaibhüíonn,/ˌtʲavʲʏːˈiːɔnˠ/ [tʲaˈvʲʏːiːnˠ],v.,weep
tialúir,/tʲaˈɫuːiɾ/ [ˈtʲaɫuːɾ],nm.,stay
tiaez,/tʲaʒ/,nnt.,belly
tia,/tʲa/,nnt.,surge
tiapann,/ˈtʲapˠanˠ/,v.,save
tiapann,/ˈtʲapˠanˠ/,v.,rescue
tiapann,/ˈtʲapˠanˠ/,v.,liberate
tiz,/tʲɪʒ/,pron.,these
tinánis,/tʲɪˈnʲæːnʲɪʃ/,adj.,personal
tinán,/ˈtʲɪnʲæːnʲ/,nm.,person
tinán,/ˈtʲɪnʲæːnʲ/,nm.,human
tioezeann,/tʲɔˈʒəunˠ/,v.,conquer
tioepír,/ˈtʲɔpʲiːɾ/,nf.,century
tioíonn,/tʲɔˈiːɔnˠ/ [tʲiːnˠ],v.,neglect
tioíonn,/tʲɔˈiːɔnˠ/ [tʲiːnˠ],v.,overlook
tiuíonn,/tʲʊˈiːɔnˠ/ [tʲiːnˠ],v.,promise
tiuíonn,/tʲʊˈiːɔnˠ/ [tʲiːnˠ],v.,assure
tiuíonn,/tʲʊˈiːɔnˠ/ [tʲiːnˠ],v.,convince
teafrea,/tʲaˈfˠɾəu/,nf.,chemist
teadzaíonn,/ˌtʲadˠʦaˈiːɔnˠ/ [ˈtʲadˠʦiːnˠ],v.,balance
teiféir,/tʲaɪ̯ˈfˠeːiɾ/ [ˈtʲaɪ̯fˠeːɾ],nm.,hotel
teiféir,/tʲaɪ̯ˈfˠeːiɾ/ [ˈtʲaɪ̯fˠeːɾ],nm.,inn
teiféir,/tʲaɪ̯ˈfˠeːiɾ/ [ˈtʲaɪ̯fˠeːɾ],nm.,lodge
teinfín,/ˈtʲaɪ̯nˠfˠiːnʲ/,nm.,coconut
tein,/ˈtʲaɪnʲ/,pron.,yours (masc)
tei,/ˈtʲaɪ/,pron.,yours (fem)
teodh,/tʲevˠ/,nm.,option
teol,/tʲeɫ/,nm.,cream
teol,/tʲeɫ/,nm.,milk
teoeníonn,/tʲɔˈnʲiːɔnˠ/ [ˈtʲɔnʲiːnˠ],v.,grow up
teoeníonn,/tʲɔˈnʲiːɔnˠ/ [ˈtʲɔnʲiːnˠ],v.,sprout
teonueuig,/tʲeˈnˠɔʏg/,nf.,interface
teo,/tʲɔ/,adj.,tall
teuastír,/ˈtʲuə̯ʃtʲiːɾ/,nf.,conference
teullaíonn,/ˌtʲʊɫaˈiːɔnˠ/ [ˈtʲʊɫiːnˠ],v.,paralyze
teuns,/tʲenˠsˠ/,adj.,nice
teurtann,/ˈtʲʊʁtˠanˠ/,v.,cry
teurtann,/ˈtʲʊʁtˠanˠ/,v.,weep
teupt,/tʲʊpˠtˠ/,nnt.,cane
teupt,/tʲʊpˠtˠ/,nnt.,whip
teséir,/tʲeˈʃeːiɾ/ [ˈtʲeʃeːɾ],nm.,cherry
tohuebhéir,/ˌtˠɔhʊˈvʲeːiɾ/ [tˠɔˈhʊvʲeːɾ],nm.,food
tohuebhéir,/ˌtˠɔhʊˈvʲeːiɾ/ [tˠɔˈhʊvʲeːɾ],nm.,cuisine
tohuebhéir út,/ˌtˠɔhʊˈvʲeːiɾ uːtˠ/ [tˠɔˈhʊvʲeːɾ uːtˠ],nf.,menu
toilioíonn,/ˌtˠɪlɔˈiːɔnˠ/ [ˈtˠɪliːnˠ],v.,soak
toilioíonn,/ˌtˠɪlɔˈiːɔnˠ/ [ˈtˠɪliːnˠ],v.,saturate
toilioíonn,/ˌtˠɪlɔˈiːɔnˠ/ [ˈtˠɪliːnˠ],v.,irrigate
toionn,/ˈtˠɪɔnˠ/,v.,realize
toist,/tˠɔʃtʲ/,adv.,also
toist,/tˠɔʃtʲ/,adv.,as well
toef,/tˠɔfʲ/,nnt.,guide
toeablanoeinéir,/tˠəu̯bˠˌɫanˠaɪ̯ˈnʲeːiɾ/ [ˌtˠəu̯bˠɫaˈnˠaɪ̯nʲeːɾ],nm.,bear
toelliaunn,/tˠeˈlaʊnˠ/,nf.,blur
toel,/tˠɔl/,adj.,gorgeous
toer,/tˠeɾ/,nnt.,ceremony
toeußeann,/tˠɔʏ̯ˈʃəunˠ/,v.,tempt
toepf,/tˠepʲfʲ/,adv.,else
toepf,/tˠepʲfʲ/,adv.,otherwise
to,/tˠɔ/,prep.,by (agent performing an action)
to,/tˠɔ/,prep.,by (author or creator)
töcloei,/ˈtˠøːkɫaɪ̯/,nnt.,card
töcloei,/ˈtˠøːkɫaɪ̯/,nnt.,ticket
töcloei,/ˈtˠøːkɫaɪ̯/,nnt.,voucher
töcloei,/ˈtˠøːkɫaɪ̯/,nnt.,badge
töbh,/tʲøːvˠ/,nm.,bat (club)
tömheann,/tʲøːˈmʲəunˠ/,v.,innovate
traiuptír,/ˈtˠʁɪpˠtˠiːɾ/,nf.,lion
traeleann,/tˠʁaˈləunˠ/,v.,spawn
tranaíonn,/ˌtˠʁanˠaˈiːɔnˠ/ [ˈtˠʁanˠiːnˠ],v.,request
trauzíonn,/tˠʁaʊ̯ˈʒiːɔnˠ/ [ˈtˠʁaʊ̯ʒiːnˠ],v.,fix
trauzíonn,/tˠʁaʊ̯ˈʒiːɔnˠ/ [ˈtˠʁaʊ̯ʒiːnˠ],v.,mend
trauzíonn,/tˠʁaʊ̯ˈʒiːɔnˠ/ [ˈtˠʁaʊ̯ʒiːnˠ],v.,repair
trauzíonn,/tˠʁaʊ̯ˈʒiːɔnˠ/ [ˈtˠʁaʊ̯ʒiːnˠ],v.,heal
trauzíonn,/tˠʁaʊ̯ˈʒiːɔnˠ/ [ˈtˠʁaʊ̯ʒiːnˠ],v.,cure
träng,/tʲɾɛːŋ/,nnt.,salt
